stars,comment,date
2.0 out of 5 stars,"









  
  
    
  Good test but zinc food is not good for health

  
",Reviewed in India on 10 August 2019
5.0 out of 5 stars,"









  
  
    
  Always loved noodles of india

  
",Reviewed in India on 22 June 2019
5.0 out of 5 stars,"









  
  
    
  Good taste and quality packaging

  
",Reviewed in India on 23 July 2020
5.0 out of 5 stars,"









  
  
    
  Great product

  
",Reviewed in India on 20 July 2020
5.0 out of 5 stars,"









  
  
    
  Value for money...

  
",Reviewed in India on 10 June 2020
1.0 out of 5 stars,"









  
  
    
  Product wise OK but the cakes were broken into pieces.

  
",Reviewed in India on 24 May 2020
1.0 out of 5 stars,"









  
  
    
  Poor package and quality of the product is not good

  
",Reviewed in India on 18 July 2020
1.0 out of 5 stars,"









  
  
    
  the product is totally expiry dateplease replace my order

  
",Reviewed in India on 5 August 2020
4.0 out of 5 stars,"









  
  
    
  Economy pack

  
",Reviewed in India on 22 July 2020
5.0 out of 5 stars,"









  
  
    
  Nice product

  
",Reviewed in India on 13 September 2019
4.0 out of 5 stars,"









  
  
    
  Tasty.

  
",Reviewed in India on 6 October 2019
5.0 out of 5 stars,"









  
  
    
  Product is good  my mrp is too high

  
",Reviewed in India on 3 December 2018
5.0 out of 5 stars,"









  
  
    
  I'm Happy

  
",Reviewed in India on 8 March 2020
4.0 out of 5 stars,"









  
  
    
  Product taste is known to all nothing new. But from Amazon it is really cheap. Thanks amazon

  
",Reviewed in India on 27 December 2019
5.0 out of 5 stars,"









  
  
    
  Good at affordable price

  
",Reviewed in India on 25 October 2019
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 28 May 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 1 March 2020
5.0 out of 5 stars,"









  
  
    
  Maggi is maggi.

  
",Reviewed in India on 24 June 2020
3.0 out of 5 stars,"









  
  
    
  Packaging may be improved other wise all are good

  
",Reviewed in India on 31 October 2019
5.0 out of 5 stars,"









  
  
    
  Bit small

  
",Reviewed in India on 20 July 2020
5.0 out of 5 stars,"









  
  
    
  Nice taste

  
",Reviewed in India on 9 April 2019
1.0 out of 5 stars,"









  
  
    
  The taste is diffrent with the other maggie so please do not buy ...

  
",Reviewed in India on 11 November 2019
5.0 out of 5 stars,"









  
  
    
  Packing was good, btw it doesn't make any sense to review about Maggi quality (everyone knows)

  
",Reviewed in India on 4 October 2019
5.0 out of 5 stars,"









  
  
    
  Best noodles.

  
",Reviewed in India on 30 October 2019
5.0 out of 5 stars,"









  
  
    
  Nice products

  
",Reviewed in India on 22 January 2020
5.0 out of 5 stars,"









  
  
    
  Good product

  
",Reviewed in India on 3 August 2020
5.0 out of 5 stars,"









  
  
    
  Maggi is magic andEven great when available at doorstep in reasonable price

  
",Reviewed in India on 5 March 2020
5.0 out of 5 stars,"









  
  
    
  What to say about maggi.. childhood love still exists

  
",Reviewed in India on 4 August 2020
5.0 out of 5 stars,"









  
  
    
  GOOD PRODUCT

  
",Reviewed in India on 5 October 2019
5.0 out of 5 stars,"









  
  
    
  Very testy & fabulous.

  
",Reviewed in India on 8 October 2019
4.0 out of 5 stars,"









  
  
    
  Good Product

  
",Reviewed in India on 9 August 2020
4.0 out of 5 stars,"









  
  
    
  There's mentioned that the packages are not for sale 🤔

  
",Reviewed in India on 29 November 2018
5.0 out of 5 stars,"









  
  
    
  Meri maggi

  
",Reviewed in India on 6 July 2020
4.0 out of 5 stars,"









  
  
    
  Value for the money.

  
",Reviewed in India on 14 June 2020
5.0 out of 5 stars,"









  
  
    
  I liked the product, it was very well packed and I thank the delivery person , to coming in my zone , inspite of the pandemic .

  
",Reviewed in India on 4 June 2020
5.0 out of 5 stars,"









  
  
    
  Maggie is all time favorite..Loved the packing, delivered on time...

  
",Reviewed in India on 28 February 2019
5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 9 March 2020
3.0 out of 5 stars,"









  
  
    
  Less quantity but as always great product

  
",Reviewed in India on 13 March 2019
1.0 out of 5 stars,"









  
  
    
  Fungus coated inside Maggie with red ants. Maggie felt spongy like rubber.The most pathetic product ever.

  
",Reviewed in India on 9 June 2020
5.0 out of 5 stars,"









  
  
    
  Good price nicely packed

  
",Reviewed in India on 6 September 2019
5.0 out of 5 stars,"









  
  
    
  Liked by son

  
",Reviewed in India on 30 August 2019
4.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 5 September 2019
3.0 out of 5 stars,"









  
  
    
  Eating since childhood it never gets bored.

  
",Reviewed in India on 14 July 2020
4.0 out of 5 stars,"









  
  
    
  Some things is Right

  
",Reviewed in India on 29 February 2020
5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Reviewed in India on 25 June 2020
4.0 out of 5 stars,"









  
  
    
  On time delivery and packaging was good ..... And value for money.

  
",Reviewed in India on 10 January 2020
2.0 out of 5 stars,"









  
  
    
  It's ok

  
",Reviewed in India on 5 September 2019
5.0 out of 5 stars,"









  
  
    
  Like it

  
",Reviewed in India on 16 November 2019
3.0 out of 5 stars,"









  
  
    
  Just Average

  
",Reviewed in India on 22 July 2020
5.0 out of 5 stars,"









  
  
    
  Soooo good taste.and very nice paking my daughter is loved it.

  
",Reviewed in India on 12 February 2019
5.0 out of 5 stars,"









  
  
    
  Love this product

  
",Reviewed in India on 4 February 2020
5.0 out of 5 stars,"









  
  
    
  Good taste

  
",Reviewed in India on 8 February 2020
5.0 out of 5 stars,"









  
  
    
  Maggi is originalBut packaging is not good so some maggi got brokenI got it in 129 rupees

  
",Reviewed in India on 11 July 2020
5.0 out of 5 stars,"









  
  
    
  Great deal. Bought it for RS 114. No other brand can beat taste of Maggi.

  
",Reviewed in India on 5 November 2018
1.0 out of 5 stars,"









  
  
    
  Just ok

  
",Reviewed in India on 15 January 2020
5.0 out of 5 stars,"









  
  
    
  Excellent 👍

  
",Reviewed in India on 21 April 2020
5.0 out of 5 stars,"









  
  
    
  Awesome

  
",Reviewed in India on 3 July 2020
5.0 out of 5 stars,"









  
  
    
  good

  
",Reviewed in India on 10 September 2019
3.0 out of 5 stars,"









  
  
    
  All things are good but packaging is very bad.

  
",Reviewed in India on 6 July 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 27 July 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 27 May 2020
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 24 June 2020
5.0 out of 5 stars,"









  
  
    
  Good1

  
",Reviewed in India on 5 July 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 5 December 2019
5.0 out of 5 stars,"









  
  
    
  Maggi is as good as it always have been.

  
",Reviewed in India on 8 June 2020
5.0 out of 5 stars,"









  
  
    
  Its good and having the test of maggi...

  
",Reviewed in India on 18 February 2019
5.0 out of 5 stars,"









  
  
    
  Maggie national food of india

  
",Reviewed in India on 5 August 2019
1.0 out of 5 stars,"









  
  
    
  Damaged products and no return policy

  
",Reviewed in India on 5 July 2020
4.0 out of 5 stars,"









  
  
    
  Good combo pack with discounted rate

  
",Reviewed in India on 15 October 2018
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 5 July 2020
5.0 out of 5 stars,"









  
  
    
  Ok

  
",Reviewed in India on 28 October 2019
1.0 out of 5 stars,"









  
  
    
  Damaged product!! 🙁😞

  
",Reviewed in India on 13 July 2020
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 8 November 2019
1.0 out of 5 stars,"









  
  
    
  It was fake not as per regular quality.Masala was good but the noodles are very thin and of low quality.Few masala powder contain moisture

  
",Reviewed in India on 18 June 2020
4.0 out of 5 stars,"









  
  
    
  Good Package

  
",Reviewed in India on 8 February 2020
5.0 out of 5 stars,"









  
  
    
  Thank u so much amazon for maggi because outside not available I thought ur only hope thank u so much for this product

  
",Reviewed in India on 3 July 2020
5.0 out of 5 stars,"









  
  
    
  Awesome As always,  Classic Taste of Maggi Noodles

  
",Reviewed in India on 21 November 2018
5.0 out of 5 stars,"









  
  
    
  Product was delivered in good condition. And as we know maggi is our all time favourite.

  
",Reviewed in India on 28 September 2018
5.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 14 October 2019
5.0 out of 5 stars,"









  
  
    
  Nice product

  
",Reviewed in India on 21 August 2019
5.0 out of 5 stars,"









  
  
    
  12 packs of 12 rs.. i got it at 129.. economical.. manufacture date is also okay.. see yours

  
",Reviewed in India on 20 December 2018
5.0 out of 5 stars,"









  
  
    
  Great taste

  
",Reviewed in India on 26 April 2019
5.0 out of 5 stars,"









  
  
    
  Yummy

  
",Reviewed in India on 30 October 2019
3.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 24 January 2019
4.0 out of 5 stars,"









  
  
    
  Good

  
",Reviewed in India on 31 December 2018
1.0 out of 5 stars,"









  
  
    
  Don't buy it.. Its a old product

  
",Reviewed in India on 9 March 2019
